,smiles_string,prop,value
1165,[*]c1ccc([*])n1CCC(=O)NO,eib,3.175415252
1166,[*]c1ccc([*])n1CCC(=O)OC,Egc,2.6299
1167,[*]c1ccc([*])n1CCC(=O)OC,eib,3.124464686
1168,[*]c1ccc([*])n1CCC(=O)OC(C)C(=O)OCC,Egc,2.0323
1169,[*]c1ccc([*])n1CCC(=O)OC(C)C(=O)OCC,Egcr,2.05
1170,[*]c1ccc([*])n1CCC(=O)OCC,Egc,2.7083
1171,[*]c1ccc([*])n1CCC(=O)OCC,eib,3.191542201
1172,[*]c1ccc([*])n1CCCCCC,Egc,2.6624
1173,[*]c1ccc([*])n1CCCCCC,eib,3.471833018
1174,[*]c1ccc([*])nc1,Egc,3.0047
1175,[*]c1ccc([*])nc1,eib,1.681739437
1176,[*]c1ccc([*])nn1,Egc,3.5021
1177,[*]c1ccc([*])nn1,eib,1.434223408
1178,[*]c1ccc([*])o1,Egc,1.7785
1179,[*]c1ccc([*])o1,eib,1.768756485
1180,[*]c1ccc([*])s1,Egc,1.5514
1181,[*]c1ccc([*])s1,eib,1.53864099
1182,[*]c1ccc([N+](=O)[O-])c2c1C(=O)c1c([N+](=O)[O-])ccc([*])c1C2=O,Egc,2.9031
1183,[*]c1ccc([N+](=O)[O-])c2c1C(=O)c1c([N+](=O)[O-])ccc([*])c1C2=O,eib,0.124295897
1184,[*]c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3nnc([*])o3)cc2)cc1,Egc,4.1689
1185,[*]c1ccc([Si](c2ccccc2)(c2ccccc2)c2ccc(-c3nnc([*])o3)cc2)cc1,eib,1.901750506
1186,[*]c1ccc(C#Cc2cc(OCCCCCCCC)c(C#Cc3ccc(-c4nnc([*])o4)cc3)cc2OCCCCCCCC)cc1,Egc,2.5503
1187,[*]c1ccc(C(=O)c2ccc(C(=O)c3ccc(Oc4ccc(-c5nn([*])c(=O)c6ccccc56)c(F)c4)cc3)cc2)cc1,Egc,3.3331
1188,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.9421
1189,[*]c1ccc(C(=O)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,eib,0.436338012
1190,[*]c1ccc(C(=O)c2ccc(-n3nc(-c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)cc5)cc4)c4ccccc4c3=O)cc2)cc1,Egc,3.5606
1191,[*]c1ccc(C(=O)c2cccc(C(=O)c3ccc(S([*])(=O)=O)cc3)c2)cc1,Egc,4.1682
1192,[*]c1ccc(C(=O)c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,Egc,3.1643
1193,[*]c1ccc(C(=O)c2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,eib,0.478473967
1194,[*]c1ccc(C(=O)CNc2cccc(NCC(=O)c3ccc(S([*])(=O)=O)cc3)c2)cc1,Egc,2.133
1195,[*]c1ccc(C(=O)CNCCCNCC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,Egc,2.856
1196,[*]c1ccc(C(=O)CNCCNCC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,Egc,3.1138
1197,[*]c1ccc(C(=O)CNNCC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,Egc,3.599
1198,[*]c1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(-n5c(=O)c6sc7c(=O)n([*])c(=O)c7sc6c5=O)cc4)cc3)cc2)cc1,Egc,1.3147
1199,[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.402
1200,[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,eib,0.556699786
1201,[*]c1ccc(C(=O)Nc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C(=O)OCC)cc1,Egc,2.4414
1202,[*]c1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(-n4c(=O)c5sc6c(=O)n([*])c(=O)c6sc5c4=O)cc3)cc2)cc1,Egc,1.5265
1203,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(-n5c(=O)c6cc7c(=O)n([*])c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,Egc,1.6551
1204,[*]c1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(Oc5ccc(-c6nn([*])c(=O)c7ccccc67)c6ccccc56)cc4)cc3)cc2)cc1,Egc,3.366
1205,[*]c1ccc(C(=O)Nc2cccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c2)cc1,Egc,2.4772
1206,[*]c1ccc(C(=O)NCCCCCCNC(=O)c2ccc(S([*])(=O)=O)cc2)cc1,Egc,4.6192
1207,[*]c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.8175
1208,[*]c1ccc(C(=O)Oc2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,eib,0.471053773
1209,[*]c1ccc(C(=O)Oc2ccc3ccc(OC(=O)c4ccc(N5C(=O)CC(SCCOCCSC6CC(=O)N([*])C6=O)C5=O)cc4)cc3c2)cc1,Egc,3.6454
1210,[*]c1ccc(C(C#N)(C#N)C([*])(C#N)C#N)cc1,Egc,4.6242
1211,[*]c1ccc(C(C#N)(C#N)C([*])(C#N)C#N)cc1,eib,1.787865116
1212,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,Egc,5.057
1213,[*]c1ccc(C(C#N)(C(=O)O)C([*])(C#N)C(=O)O)cc1,eib,2.033906579
1214,[*]c1ccc(C(C#N)(C(=O)OC)C([*])(C#N)C(=O)OC)cc1,Egc,5.345
1215,[*]c1ccc(C(C#N)(C(=O)OCC)C([*])(C#N)C(=O)OCC)cc1,Egc,4.8742
1216,[*]c1ccc(C(C#N)(C(=O)OCCCC)C([*])(C#N)C(=O)OCCCC)cc1,Egc,4.7052
1217,[*]c1ccc(C(C)(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.4821
1218,[*]c1ccc(C(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.4372
1219,[*]c1ccc(C(C)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,eib,0.598158309
1220,[*]c1ccc(C(C=CC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.4911
1221,[*]c1ccc(C(C=CC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,eib,0.559477049
1222,[*]c1ccc(C(c2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)(C(F)(F)F)C(F)(F)F)cc1,Egc,3.141
1223,[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Egc,2.5118
1224,[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,eib,0.518477233
1225,[*]c1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)C(C)C)cc1,Egc,2.4053
1226,[*]c1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Egc,3.2749
1227,[*]c1ccc(C(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)(C(F)(F)F)C(F)(F)F)cc1,Egc,3.3962
1228,[*]c1ccc(C(c2ccccc2)(c2ccc(-c3nc4ccc(-c5ccc6nc([*])oc6c5)cc4o3)cc2)C(F)(F)F)cc1,Egc,3.409
1229,[*]c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,Egc,2.6385
1230,[*]c1ccc(C(c2ccccc2)(c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)C(F)(F)F)cc1,Egc,3.2149
1231,[*]c1ccc(C(c2ccccc2)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.3874
1232,[*]c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Egc,2.8965
1233,[*]c1ccc(C(c2ccccc2)c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Egc,2.9105
1234,[*]c1ccc(C(CCC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.5458
1235,[*]c1ccc(C(CCCCCCCC)c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.4391
1236,[*]c1ccc(C(Cl)(Cl)C([*])Cl)cc1,Egc,4.6561
1237,[*]c1ccc(C(Cl)(Cl)C([*])Cl)cc1,eib,2.649391777
1238,[*]c1ccc(C(F)(F)C([*])(F)F)cc1,Egc,4.7832
1239,[*]c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,Egc,3.442
1240,[*]c1ccc(C)c(N2C(=O)c3ccc(S(=O)(=O)c4ccc5c(c4)C(=O)N([*])C5=O)cc3C2=O)c1,Egc,3.0894
1241,[*]c1ccc(C)c(N2CC(=O)N([*])CC2=O)c1,Egc,4.9134
1242,[*]c1ccc(C)c(N2CC(=O)N([*])CC2=O)c1,eib,3.152049462
1243,[*]c1ccc(C2(c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N([*])C7=O)cc5C4=O)cc3)c3ccccc3-c3ccccc32)cc1,Egc,2.7179
1244,[*]c1ccc(C2C(C#N)(C(=O)OCCC)C([*])C2(C#N)C(=O)OCCC)cc1,Egc,4.8078
1245,[*]c1ccc(C2C(C(=O)OC)C([*])C2C(=O)OC)cc1,Egc,4.6965
1246,[*]c1ccc(C2C(c3ccccn3)C([*])C2c2ccccn2)cc1,Egc,4.0906
1247,[*]c1ccc(C2C(c3ccccn3)C([*])C2c2ccccn2)cc1,eib,3.558494307
1248,[*]c1ccc(-c2cc(C(=O)OCCCCCCCCCCCC)c([*])s2)s1,Egc,2.4434
1249,[*]c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c([*])s2)s1,Egc,1.564
1250,[*]c1ccc(-c2cc(-c3ccc(CCCCCCCC)cc3)c([*])s2)s1,eib,1.814603281
1251,[*]c1ccc(-c2cc(-c3ccccc3)c3cc(-c4ccc5nc([*])cc(-c6ccccc6)c5c4)ccc3n2)cc1,Egc,3.236
1252,[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,Egc,1.8008
1253,[*]c1ccc(-c2cc(CCCCCCBr)c([*])s2)s1,eib,1.604710704
1254,[*]c1ccc(-c2cc(CCCCCCCCCCC)c([*])s2)s1,Egc,1.6329
1255,[*]c1ccc(-c2cc(CCCCCCCCCCC)c([*])s2)s1,eib,1.743903282
1256,[*]c1ccc(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,Egc,1.4731
1257,[*]c1ccc(-c2cc(CCCCCCCCCCCC)c([*])s2)s1,eib,1.760351677
1258,[*]c1ccc(-c2cc(CCCCCCCCCF)c([*])s2)s1,Egc,1.8341
1259,[*]c1ccc(-c2cc(CCCCCCCCCF)c([*])s2)s1,eib,1.762143571
1260,[*]c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c([*])s2)s1,Egc,1.9503
1261,[*]c1ccc(-c2cc(CCCCCCOC(=O)COc3ccccc3)c([*])s2)s1,eib,1.624312414
1262,[*]c1ccc(-c2cc(OCCCCCCCCCC)c([*])cc2OCCCCCCCCCC)cc1,Egc,3.5529
1263,[*]c1ccc(-c2ccc([*])c(C)c2)cc1C,Egc,4.0882
1264,[*]c1ccc(-c2ccc([*])c(C)c2)cc1C,eib,2.874500977
1265,[*]c1ccc(-c2ccc([*])c(CCCCCC)n2)nc1CCCCCC,Egc,3.9254
1266,[*]c1ccc(-c2ccc([*])c(CCCCCC)n2)nc1CCCCCC,eib,2.351643331
1267,[*]c1ccc(-c2ccc([*])c(Cl)c2)cc1Cl,Egc,3.6549
1268,[*]c1ccc(-c2ccc([*])c(Cl)c2)cc1Cl,eib,2.085281555
1269,[*]c1ccc(-c2ccc([*])n2C#Cc2ccc(CCCCCC)cc2)s1,Egc,2.538
1270,[*]c1ccc(-c2ccc([*])n2C#Cc2ccc(CCCCCC)cc2)s1,eib,2.09005085
1271,[*]c1ccc(-c2ccc([*])nc2)cn1,Egc,3.5858
1272,[*]c1ccc(-c2ccc([*])nc2)cn1,eib,1.912441199
1273,[*]c1ccc(-c2ccc([Si](C)(C)c3ccc([*])s3)s2)cc1,Egc,3.4722
1274,[*]c1ccc(-c2ccc([Si](C)(C)c3ccc([*])s3)s2)cc1,eib,2.478634962
1275,[*]c1ccc(-c2ccc(-c3cc([*])c4cccccc3-4)s2)s1,Egc,2.0596
1276,[*]c1ccc(-c2ccc(-c3cc([*])c4cccccc3-4)s2)s1,eib,1.927051183
1277,[*]c1ccc(-c2ccc(-c3cc(-c4ccc(Oc5ccc(-c6cc([*])nc7ccccc67)cc5)cc4)c4ccccc4n3)cc2)cc1,Egc,3.448
1278,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc(-c5ccc6nc([*])cc(-c7ccccc7)c6c5)ccc4n3)cc2)cc1,Egc,3.131
1279,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5c(-c6ccccc6)cc([*])nc5cc4n3)cc2)cc1,Egc,2.8522
1280,[*]c1ccc(-c2ccc(-c3cc(-c4ccccc4)c4cc5nc([*])cc(-c6ccccc6)c5cc4n3)cc2)cc1,Egc,2.7945
1281,[*]c1ccc(-c2ccc(-c3cc(CCCCCCCC)c([*])s3)s2)s1,Egc,2.3617
1282,[*]c1ccc(-c2ccc(-c3cc(CCCCCCCC)c([*])s3)s2)s1,eib,1.917927416
1283,[*]c1ccc(-c2ccc(-c3cc(OCCCCCCCCCCCC)c([*])s3)s2)s1,Egc,1.7783
1284,[*]c1ccc(-c2ccc(-c3cc(OCCCCCCCCCCCC)c([*])s3)s2)s1,eib,1.692292381
1285,[*]c1ccc(-c2ccc(-c3cc(SCCCC)c([*])s3)cc2)cc1,Egc,2.8074
1286,[*]c1ccc(-c2ccc(-c3cc(SCCCC)c([*])s3)cc2)cc1,eib,2.048306152
1287,[*]c1ccc(-c2ccc(-c3cc(SCCCCCCCCCC)c([*])s3)cc2)cc1,Egc,3.1535
1288,[*]c1ccc(-c2ccc(-c3cc(SCCCCCCCCCC)c([*])s3)cc2)cc1,eib,2.197629819
1289,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)n2C)cn1,Egc,2.818
1290,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)o1,Egc,2.2511
1291,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)o1,eib,2.575331213
1292,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)s1,Egc,1.8872
1293,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)o2)s1,eib,2.945349991
1294,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)s2)s1,Egc,2.4998
1295,[*]c1ccc(-c2ccc(-c3ccc([*])n3C)s2)s1,eib,2.281115162
1296,[*]c1ccc(-c2ccc(-c3ccc([*])n3-c3c(F)c(F)c(F)c(F)c3F)s2)s1,Egc,2.5527
1297,[*]c1ccc(-c2ccc(-c3ccc([*])n3-c3c(F)c(F)c(F)c(F)c3F)s2)s1,eib,2.04836033
1298,[*]c1ccc(-c2ccc(-c3ccc([*])s3)o2)o1,Egc,1.7382
1299,[*]c1ccc(-c2ccc(-c3ccc([*])s3)o2)o1,eib,1.947810783
1300,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)[nH]1,Egc,2.0469
1301,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)[nH]1,eib,1.988145911
1302,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cc1,Egc,1.9121
1303,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cc1,eib,1.695153861
1304,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cn1,Egc,2.2046
1305,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)cn1,eib,1.608017858
1306,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)o1,Egc,1.4999
1307,[*]c1ccc(-c2ccc(-c3ccc([*])s3)s2)o1,eib,1.62856383
1308,[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(-c6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,Egc,3.176
1309,[*]c1ccc(-c2ccc(-c3ccc(-c4cc(-c5ccccc5)c5cc(Oc6ccc7nc([*])cc(-c8ccccc8)c7c6)ccc5n4)cc3)cc2)cc1,Egc,3.1781
1310,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc([*])n4CCCCCCCCCCCC)s3)s2)s1,Egc,2.0944
1311,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc([*])n4CCCCCCCCCCCC)s3)s2)s1,Egcr,2.1442
1312,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc([*])n4CCCCCCCCCCCC)s3)s2)s1,eib,2.048656942
1313,[*]c1ccc(-c2ccc(-c3ccc(-c4ccc(-c5ccc([*])n5CCCCCCCCCCCC)s4)s3)s2)s1,Egc,2.0759
1314,[*]c1ccc(-c2ccc(-c3ccc(-c4cnc5ccc(-c6ccc7ncc([*])nc7c6)cc5n4)cc3)cc2)cc1,Egc,3.0581
1315,[*]c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc([*])nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,Egc,3.1695
1316,[*]c1ccc(-c2ccc(-c3ccc(-c4nc5cc6sc([*])nc6cc5s4)cc3)c(-c3ccccc3)c2-c2ccccc2)cc1,eib,1.983302529
1317,[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,Egc,2.1393
1318,[*]c1ccc(-c2ccc(-c3ccc(-n4c(=O)c5cc6c(=O)n([*])c(=O)c6cc5c4=O)cc3)cc2)cc1,eib,0.589081453
1319,[*]c1ccc(-c2ccc(-c3ccc4nc(Oc5cc(-c6ccccc6)c6cc([*])ccc6n5)cc(-c5ccccc5)c4c3)cc2)cc1,Egc,3.358
1320,[*]c1ccc(-c2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,Egc,2.7617
1321,[*]c1ccc(-c2ccc(-c3cnc4cc(-c5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,eib,1.350301353
1322,[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,Egc,3.0166
1323,[*]c1ccc(-c2ccc(-c3cnc4cc(Oc5ccc6nc([*])cnc6c5)ccc4n3)cc2)cc1,eib,1.549491258
1324,[*]c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc([*])n5)cc4)cs3)cc2)cc1,Egc,2.9236
1325,[*]c1ccc(-c2ccc(-c3nc(-c4ccc(-c5csc([*])n5)cc4)cs3)cc2)cc1,eib,2.004630208
1326,[*]c1ccc(-c2ccc(-c3nc(CCCCCCCCCCCC)c(-c4sc([*])nc4CCCCCCCCCCCC)s3)s2)s1,Egc,2.29
1327,[*]c1ccc(-c2ccc(-c3nc4cc(Oc5ccc6nc(-c7ccccc7)c([*])nc6c5)ccc4nc3-c3ccccc3)cc2)cc1,Egc,3.2011
1328,[*]c1ccc(-c2ccc(-c3nc4cc5nc([*])oc5cc4o3)cc2)cc1,Egc,2.7942
1329,[*]c1ccc(-c2ccc(-c3nc4cc5nc([*])oc5cc4o3)cc2)cc1,eib,1.5942003
1330,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,Egc,2.8686
1331,[*]c1ccc(-c2ccc(-c3nc4ccc(-c5ccc6nc([*])c(-c7ccccc7)nc6c5)cc4nc3-c3ccccc3)cc2)cc1,eib,1.527100265
1332,[*]c1ccc(-c2ccc(-c3nnc([*])n3-c3ccc(OC)cc3)cc2)cc1,Egc,3.8981
1333,[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,Egc,1.3711
1334,[*]c1ccc(-c2ccc(-c3sc([*])c4c3OCCO4)s2)s1,eib,1.707693807
1335,[*]c1ccc(-c2ccc(-c3sc(-c4cc(C(=O)CCCCCCCCCCCC)c([*])s4)cc3C(=O)OCCCCCCCCCCCC)s2)s1,Egc,2.5131
1336,[*]c1ccc(-c2ccc(N(c3ccccc3)c3ccc4ccc(N([*])c5ccccc5)cc4c3)cc2)cc1,Egc,3.0776
1337,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,Egc,2.6459
1338,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2C)c(C)c1,Egc,2.4968
1339,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2C)c(C)c1,eib,1.742646741
1340,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2OC)c(OC)c1,Egc,1.9563
1341,[*]c1ccc(-c2ccc(-n3c(=O)c4c(F)c5c(=O)n([*])c(=O)c5c(F)c4c3=O)cc2OC)c(OC)c1,eib,0.270499348
1342,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,Egc,2.7665
1343,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,eib,0.52273391
1344,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C)c(C)c1,Egc,2.5777
1345,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5c(C(F)(F)F)c4c3=O)cc2C)c(C)c1,eib,0.37841301
1346,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(C)c2)cc1C,Egc,2.6256
1347,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(C)c2)cc1C,eib,0.680808453
1348,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(OC)c2)cc1OC,Egc,2.5805
1349,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)c(OC)c2)cc1OC,eib,0.829599473
1350,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,Egc,2.2166
1351,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2)cc1,eib,0.602503556
1352,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,Egc,2.8988
1353,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,eib,0.727536987
1354,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C)c(C)c1,Egc,2.6846
1355,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2C)c(C)c1,eib,0.5539049
1356,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2F)c(F)c1,Egc,2.7762
1357,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2F)c(F)c1,eib,0.420499339
1358,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,Egc,2.8211
1359,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC(F)(F)F)c(OC(F)(F)F)c1,eib,0.273235735
1360,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC)c(OC)c1,Egc,2.2535
1361,[*]c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n([*])c(=O)c5cc4c3=O)cc2OC)c(OC)c1,eib,0.686198695
1362,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,Egc,2.8312
1363,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,Egc,3.3769
1364,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N([*])C6=O)cc4C3=O)c(C)c2)cc1C,Egc,2.9249
1365,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2)cc1,Egc,2.9797
1366,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,Egc,3.3433
1367,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C)c(C)c1,eib,1.265384183
1368,[*]c1ccc(-c2ccc(N3C(=O)c4ccc(S(=O)(=O)c5ccc6c(c5)C(=O)N([*])C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,Egc,3.23
1369,[*]c1ccc(-c2ccc(S([*])(=O)=O)cc2)cc1,Egc,4.1818
1370,[*]c1ccc(-c2ccc(S([*])(=O)=O)cc2)cc1,eib,1.788712997
1371,[*]c1ccc(-c2ccc(S(=O)(=O)NCCNS([*])(=O)=O)cc2)cc1,Egc,3.8242
1372,[*]c1ccc(-c2ccc3[nH]c(-c4nc5cc([*])ccc5[nH]4)nc3c2)cc1,Egc,3.3642
